学校	所在学院	URL
中山大学南方学院	文学与传媒学院	http://wcy.nfu.edu.cn/a/xueyuangaikuang/zhuanyeshezhi/wangluoyuxinmeitix/
上海大学  新闻传播学类  https://gkcx.eol.cn/school/76/specialtydetail/169446
